time_frame,speed_now,yaw_now,accel_now,speed_ago,yaw_ago,accel_ago
center_2025_02_21_19_54_44_534.jpg,5.262022,-0.5111421,1.0,"[1.12e-06, 0.04602098, 0.3221068, 0.6774189, 1.176578, 2.035542, 2.742923, 3.663049, 4.343103]","[0.0, 0.0, 0.0, 0.0, 0.0, -0.15, -0.3, -0.5000001, -0.6500001]","[0.0, 0.1564641, 0.3840093, 0.5674666, 0.7454848, 0.9928792, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_602.jpg,5.961103,-0.3366936,1.0,"[0.04602098, 0.3221068, 0.6774189, 1.176578, 2.035542, 2.742923, 3.663049, 4.343103, 5.262022]","[0.0, 0.0, 0.0, 0.0, -0.15, -0.3, -0.5000001, -0.6500001, -0.5111421]","[0.1564641, 0.3840093, 0.5674666, 0.7454848, 0.9928792, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_674.jpg,6.879742,-0.09067828,1.0,"[0.3221068, 0.6774189, 1.176578, 2.035542, 2.742923, 3.663049, 4.343103, 5.262022, 5.961103]","[0.0, 0.0, 0.0, -0.15, -0.3, -0.5000001, -0.6500001, -0.5111421, -0.3366936]","[0.3840093, 0.5674666, 0.7454848, 0.9928792, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_743.jpg,7.559163,-0.05,1.0,"[0.6774189, 1.176578, 2.035542, 2.742923, 3.663049, 4.343103, 5.262022, 5.961103, 6.879742]","[0.0, 0.0, -0.15, -0.3, -0.5000001, -0.6500001, -0.5111421, -0.3366936, -0.09067828]","[0.5674666, 0.7454848, 0.9928792, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_812.jpg,8.234483,-0.2,1.0,"[1.176578, 2.035542, 2.742923, 3.663049, 4.343103, 5.262022, 5.961103, 6.879742, 7.559163]","[0.0, -0.15, -0.3, -0.5000001, -0.6500001, -0.5111421, -0.3366936, -0.09067828, -0.05]","[0.7454848, 0.9928792, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_880.jpg,9.104473,-0.4,1.0,"[2.035542, 2.742923, 3.663049, 4.343103, 5.262022, 5.961103, 6.879742, 7.559163, 8.234483]","[-0.15, -0.3, -0.5000001, -0.6500001, -0.5111421, -0.3366936, -0.09067828, -0.05, -0.2]","[0.9928792, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_44_950.jpg,9.732578,-0.5500001,1.0,"[2.742923, 3.663049, 4.343103, 5.262022, 5.961103, 6.879742, 7.559163, 8.234483, 9.104473]","[-0.3, -0.5000001, -0.6500001, -0.5111421, -0.3366936, -0.09067828, -0.05, -0.2, -0.4]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_021.jpg,10.53787,-0.731285,1.0,"[3.663049, 4.343103, 5.262022, 5.961103, 6.879742, 7.559163, 8.234483, 9.104473, 9.732578]","[-0.5000001, -0.6500001, -0.5111421, -0.3366936, -0.09067828, -0.05, -0.2, -0.4, -0.5500001]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_092.jpg,11.41404,-0.5022507,1.0,"[4.343103, 5.262022, 5.961103, 6.879742, 7.559163, 8.234483, 9.104473, 9.732578, 10.53787]","[-0.6500001, -0.5111421, -0.3366936, -0.09067828, -0.05, -0.2, -0.4, -0.5500001, -0.731285]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_159.jpg,12.19396,-0.3189861,1.0,"[5.262022, 5.961103, 6.879742, 7.559163, 8.234483, 9.104473, 9.732578, 10.53787, 11.41404]","[-0.5111421, -0.3366936, -0.09067828, -0.05, -0.2, -0.4, -0.5500001, -0.731285, -0.5022507]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_228.jpg,12.59097,-0.1319248,1.0,"[5.961103, 6.879742, 7.559163, 8.234483, 9.104473, 9.732578, 10.53787, 11.41404, 12.19396]","[-0.3366936, -0.09067828, -0.05, -0.2, -0.4, -0.5500001, -0.731285, -0.5022507, -0.3189861]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_298.jpg,13.59768,0.0,1.0,"[6.879742, 7.559163, 8.234483, 9.104473, 9.732578, 10.53787, 11.41404, 12.19396, 12.59097]","[-0.09067828, -0.05, -0.2, -0.4, -0.5500001, -0.731285, -0.5022507, -0.3189861, -0.1319248]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_368.jpg,14.2307,-0.1,1.0,"[7.559163, 8.234483, 9.104473, 9.732578, 10.53787, 11.41404, 12.19396, 12.59097, 13.59768]","[-0.05, -0.2, -0.4, -0.5500001, -0.731285, -0.5022507, -0.3189861, -0.1319248, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_436.jpg,15.06669,-0.3,1.0,"[8.234483, 9.104473, 9.732578, 10.53787, 11.41404, 12.19396, 12.59097, 13.59768, 14.2307]","[-0.2, -0.4, -0.5500001, -0.731285, -0.5022507, -0.3189861, -0.1319248, 0.0, -0.1]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_505.jpg,15.60412,-0.45,1.0,"[9.104473, 9.732578, 10.53787, 11.41404, 12.19396, 12.59097, 13.59768, 14.2307, 15.06669]","[-0.4, -0.5500001, -0.731285, -0.5022507, -0.3189861, -0.1319248, 0.0, -0.1, -0.3]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_575.jpg,16.33138,-0.6834118,1.0,"[9.732578, 10.53787, 11.41404, 12.19396, 12.59097, 13.59768, 14.2307, 15.06669, 15.60412]","[-0.5500001, -0.731285, -0.5022507, -0.3189861, -0.1319248, 0.0, -0.1, -0.3, -0.45]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_646.jpg,16.99069,-0.5072351,1.0,"[10.53787, 11.41404, 12.19396, 12.59097, 13.59768, 14.2307, 15.06669, 15.60412, 16.33138]","[-0.731285, -0.5022507, -0.3189861, -0.1319248, 0.0, -0.1, -0.3, -0.45, -0.6834118]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_717.jpg,17.83671,-0.2598104,1.0,"[11.41404, 12.19396, 12.59097, 13.59768, 14.2307, 15.06669, 15.60412, 16.33138, 16.99069]","[-0.5022507, -0.3189861, -0.1319248, 0.0, -0.1, -0.3, -0.45, -0.6834118, -0.5072351]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_783.jpg,18.39463,-0.07736993,1.0,"[12.19396, 12.59097, 13.59768, 14.2307, 15.06669, 15.60412, 16.33138, 16.99069, 17.83671]","[-0.3189861, -0.1319248, 0.0, -0.1, -0.3, -0.45, -0.6834118, -0.5072351, -0.2598104]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_850.jpg,19.05567,0.0,1.0,"[12.59097, 13.59768, 14.2307, 15.06669, 15.60412, 16.33138, 16.99069, 17.83671, 18.39463]","[-0.1319248, 0.0, -0.1, -0.3, -0.45, -0.6834118, -0.5072351, -0.2598104, -0.07736993]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_923.jpg,19.86264,0.0,1.0,"[13.59768, 14.2307, 15.06669, 15.60412, 16.33138, 16.99069, 17.83671, 18.39463, 19.05567]","[0.0, -0.1, -0.3, -0.45, -0.6834118, -0.5072351, -0.2598104, -0.07736993, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_45_990.jpg,20.43056,0.0,1.0,"[14.2307, 15.06669, 15.60412, 16.33138, 16.99069, 17.83671, 18.39463, 19.05567, 19.86264]","[-0.1, -0.3, -0.45, -0.6834118, -0.5072351, -0.2598104, -0.07736993, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_057.jpg,21.23926,0.0,1.0,"[15.06669, 15.60412, 16.33138, 16.99069, 17.83671, 18.39463, 19.05567, 19.86264, 20.43056]","[-0.3, -0.45, -0.6834118, -0.5072351, -0.2598104, -0.07736993, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_124.jpg,21.86053,0.0,1.0,"[15.60412, 16.33138, 16.99069, 17.83671, 18.39463, 19.05567, 19.86264, 20.43056, 21.23926]","[-0.45, -0.6834118, -0.5072351, -0.2598104, -0.07736993, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_196.jpg,22.64851,0.0,1.0,"[16.33138, 16.99069, 17.83671, 18.39463, 19.05567, 19.86264, 20.43056, 21.23926, 21.86053]","[-0.6834118, -0.5072351, -0.2598104, -0.07736993, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_264.jpg,23.22926,0.0,1.0,"[16.99069, 17.83671, 18.39463, 19.05567, 19.86264, 20.43056, 21.23926, 21.86053, 22.64851]","[-0.5072351, -0.2598104, -0.07736993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_334.jpg,24.01191,0.0,1.0,"[17.83671, 18.39463, 19.05567, 19.86264, 20.43056, 21.23926, 21.86053, 22.64851, 23.22926]","[-0.2598104, -0.07736993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_400.jpg,24.59471,0.0,1.0,"[18.39463, 19.05567, 19.86264, 20.43056, 21.23926, 21.86053, 22.64851, 23.22926, 24.01191]","[-0.07736993, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
center_2025_02_21_19_54_46_470.jpg,25.17148,0.0,1.0,"[19.05567, 19.86264, 20.43056, 21.23926, 21.86053, 22.64851, 23.22926, 24.01191, 24.59471]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0]"
