timestamp,steer,throttle,brake,speed_kmh
center_2025_02_19_11_09_04_089.jpg,-0.3936777,1,0,11.64352
center_2025_02_19_11_09_04_160.jpg,-0.1443702,1,0,12.6282
center_2025_02_19_11_09_04_227.jpg,0,1,0,13.35001
center_2025_02_19_11_09_04_299.jpg,0,1,0,14.15902
center_2025_02_19_11_09_04_372.jpg,-0.15,1,0,14.98722
center_2025_02_19_11_09_04_443.jpg,-0.3,1,0,15.65868
center_2025_02_19_11_09_04_512.jpg,-0.4900794,1,0,16.44818
center_2025_02_19_11_09_04_584.jpg,-0.3108444,1,0,16.93327
center_2025_02_19_11_09_04_653.jpg,-0.07094246,1,0,17.76656
center_2025_02_19_11_09_04_720.jpg,0,1,0,18.53108
center_2025_02_19_11_09_04_792.jpg,-0.05,1,0,19.34082
center_2025_02_19_11_09_04_862.jpg,-0.2,1,0,19.81845
center_2025_02_19_11_09_04_932.jpg,-0.02405519,1,0,20.63538
center_2025_02_19_11_09_05_002.jpg,0,1,0,21.31456
center_2025_02_19_11_09_05_073.jpg,0,1,0,22.09828
center_2025_02_19_11_09_05_144.jpg,-0.15,1,0,22.65061
center_2025_02_19_11_09_05_213.jpg,-0.35,1,0,23.38695
center_2025_02_19_11_09_05_283.jpg,-0.4239603,1,0,23.89586
center_2025_02_19_11_09_05_350.jpg,-0.2401986,1,0,24.46802
center_2025_02_19_11_09_05_422.jpg,0,1,0,25.23677
center_2025_02_19_11_09_05_492.jpg,-0.2,1,0,25.99778
center_2025_02_19_11_09_05_563.jpg,-0.2947764,1,0,26.54036
center_2025_02_19_11_09_05_632.jpg,-0.05208604,1,0,27.29424
center_2025_02_19_11_09_05_702.jpg,0,1,0,27.84989
center_2025_02_19_11_09_05_772.jpg,-0.05,1,0,28.59113
center_2025_02_19_11_09_05_839.jpg,-0.2,1,0,29.13353
center_2025_02_19_11_09_05_910.jpg,-0.35,1,0,29.63234
center_2025_02_19_11_09_05_978.jpg,-0.2678377,1,0,30.18482
center_2025_02_19_11_09_06_048.jpg,-0.07943079,1,0,30.19145
center_2025_02_19_11_09_06_116.jpg,-0.2794308,1,0,30.18409
center_2025_02_19_11_09_06_184.jpg,-0.3937867,1,0,30.1703
center_2025_02_19_11_09_06_251.jpg,-0.1691644,1,0,30.19315
center_2025_02_19_11_09_06_324.jpg,0,1,0,30.18741
center_2025_02_19_11_09_06_395.jpg,0,1,0,30.18967
center_2025_02_19_11_09_06_465.jpg,0,1,0,30.19019
center_2025_02_19_11_09_06_537.jpg,0,1,0,30.19029
center_2025_02_19_11_09_06_606.jpg,0,1,0,30.19046
center_2025_02_19_11_09_06_678.jpg,0,1,0,30.19022
center_2025_02_19_11_09_06_750.jpg,0,1,0,30.19034
center_2025_02_19_11_09_06_820.jpg,-0.05,1,0,30.19018
center_2025_02_19_11_09_06_889.jpg,-0.2,1,0,30.17996
center_2025_02_19_11_09_06_958.jpg,-0.3733395,1,0,30.16182
center_2025_02_19_11_09_07_025.jpg,-0.1880214,1,0,30.18979
center_2025_02_19_11_09_07_096.jpg,0,1,0,30.18759
center_2025_02_19_11_09_07_162.jpg,0,1,0,30.18966
center_2025_02_19_11_09_07_230.jpg,0,1,0,30.19011
center_2025_02_19_11_09_07_299.jpg,0,1,0,30.19029
center_2025_02_19_11_09_07_371.jpg,0,1,0,30.19081
center_2025_02_19_11_09_07_439.jpg,0,1,0,30.1902
center_2025_02_19_11_09_07_512.jpg,0,1,0,30.19029
center_2025_02_19_11_09_07_580.jpg,-0.15,1,0,30.18452
center_2025_02_19_11_09_07_647.jpg,-0.0921936,1,0,30.18948
center_2025_02_19_11_09_07_718.jpg,0,1,0,30.19007
center_2025_02_19_11_09_07_791.jpg,0,1,0,30.19022
center_2025_02_19_11_09_07_862.jpg,-0.05,1,0,30.1899
center_2025_02_19_11_09_07_929.jpg,-0.2,1,0,30.18075
center_2025_02_19_11_09_07_998.jpg,-0.2549949,1,0,30.17973
center_2025_02_19_11_09_08_069.jpg,-0.061032,1,0,30.19108
center_2025_02_19_11_09_08_140.jpg,0,1,0,30.18948
center_2025_02_19_11_09_08_212.jpg,0,1,0,30.18948
center_2025_02_19_11_09_08_279.jpg,0,1,0,30.19029
center_2025_02_19_11_09_08_347.jpg,0,1,0,30.19033
center_2025_02_19_11_09_08_418.jpg,0,1,0,30.19016
center_2025_02_19_11_09_08_490.jpg,0,1,0,30.19032
center_2025_02_19_11_09_08_557.jpg,0,1,0,30.19032
center_2025_02_19_11_09_08_630.jpg,0,1,0,30.19031
center_2025_02_19_11_09_08_702.jpg,0,1,0,30.19032
center_2025_02_19_11_09_08_775.jpg,0,1,0,30.19029
center_2025_02_19_11_09_08_844.jpg,-0.05,1,0,30.18971
center_2025_02_19_11_09_08_912.jpg,-0.25,1,0,30.17475
center_2025_02_19_11_09_08_981.jpg,-0.1552398,1,0,30.18908
center_2025_02_19_11_09_09_048.jpg,0,1,0,30.18929
center_2025_02_19_11_09_09_116.jpg,0,1,0,30.18995
center_2025_02_19_11_09_09_186.jpg,0,1,0,30.19017
center_2025_02_19_11_09_09_255.jpg,0,1,0,30.19027
center_2025_02_19_11_09_09_325.jpg,0,1,0,30.19033
center_2025_02_19_11_09_09_398.jpg,-0.2,1,0,30.18037
center_2025_02_19_11_09_09_470.jpg,-0.1420709,1,0,30.18804
center_2025_02_19_11_09_09_541.jpg,0,1,0,30.18955
center_2025_02_19_11_09_09_612.jpg,0,1,0,30.19016
center_2025_02_19_11_09_09_683.jpg,0,1,0,30.19027
center_2025_02_19_11_09_09_753.jpg,-0.05,1,0,30.18988
center_2025_02_19_11_09_09_825.jpg,-0.2,1,0,30.18057
center_2025_02_19_11_09_09_896.jpg,-0.2085171,1,0,30.18618
center_2025_02_19_11_09_09_969.jpg,-0.03173067,1,0,30.19035
center_2025_02_19_11_09_10_037.jpg,0,1,0,30.18966
center_2025_02_19_11_09_10_103.jpg,0,1,0,30.19015
center_2025_02_19_11_09_10_175.jpg,-0.05,1,0,30.18999
center_2025_02_19_11_09_10_244.jpg,-0.2,1,0,30.1812
center_2025_02_19_11_09_10_318.jpg,-0.2453754,1,0,30.18096
center_2025_02_19_11_09_10_385.jpg,-0.08302376,1,0,30.19151
center_2025_02_19_11_09_10_453.jpg,-0.1,1,0,30.1906
center_2025_02_19_11_09_10_521.jpg,-0.25,1,0,30.18059
center_2025_02_19_11_09_10_593.jpg,-0.1412712,1,0,30.19088
center_2025_02_19_11_09_10_661.jpg,0,1,0,30.18857
center_2025_02_19_11_09_10_730.jpg,0,1,0,30.1898
center_2025_02_19_11_09_10_800.jpg,0,1,0,30.19021
center_2025_02_19_11_09_10_872.jpg,0,1,0,30.19028
center_2025_02_19_11_09_10_944.jpg,-0.05,1,0,30.18999
center_2025_02_19_11_09_11_016.jpg,-0.25,1,0,30.17535
center_2025_02_19_11_09_11_089.jpg,-0.2146527,1,0,30.18485
center_2025_02_19_11_09_11_162.jpg,0,1,0,30.18921
center_2025_02_19_11_09_11_232.jpg,0,1,0,30.19001
center_2025_02_19_11_09_11_299.jpg,-0.1,1,0,30.18923
center_2025_02_19_11_09_11_372.jpg,-0.238086,1,0,30.17904
center_2025_02_19_11_09_11_441.jpg,-0.05059291,1,0,30.19095
center_2025_02_19_11_09_11_510.jpg,0,1,0,30.1898
center_2025_02_19_11_09_11_578.jpg,0,1,0,30.1902
center_2025_02_19_11_09_11_650.jpg,0,1,0,30.19027
center_2025_02_19_11_09_11_721.jpg,0,1,0,30.19028
center_2025_02_19_11_09_11_793.jpg,0,1,0,30.19032
center_2025_02_19_11_09_11_863.jpg,0,1,0,30.19027
center_2025_02_19_11_09_11_934.jpg,0,1,0,30.1906
center_2025_02_19_11_09_12_001.jpg,0,1,0,30.19028
center_2025_02_19_11_09_12_070.jpg,0,1,0,30.1903
center_2025_02_19_11_09_12_141.jpg,0,1,0,30.19029
center_2025_02_19_11_09_12_208.jpg,0,1,0,30.1904
center_2025_02_19_11_09_12_276.jpg,0,1,0,30.1903
center_2025_02_19_11_09_12_344.jpg,0,1,0,30.19031
center_2025_02_19_11_09_12_410.jpg,0,1,0,30.19031
center_2025_02_19_11_09_12_484.jpg,0,1,0,30.19034
center_2025_02_19_11_09_12_557.jpg,-0.05,1,0,30.18969
center_2025_02_19_11_09_12_627.jpg,-0.2,1,0,30.17982
center_2025_02_19_11_09_12_700.jpg,-0.3282138,1,0,30.16857
center_2025_02_19_11_09_12_773.jpg,-0.09146548,1,0,30.19138
center_2025_02_19_11_09_12_840.jpg,0,1,0,30.18833
center_2025_02_19_11_09_12_911.jpg,0,1,0,30.18994
center_2025_02_19_11_09_12_984.jpg,0,1,0,30.18979
center_2025_02_19_11_09_13_058.jpg,0,1,0,30.19025
center_2025_02_19_11_09_13_127.jpg,0,1,0,30.1903
center_2025_02_19_11_09_13_197.jpg,0,1,0,30.18984
center_2025_02_19_11_09_13_270.jpg,-0.1,1,0,30.18784
center_2025_02_19_11_09_13_342.jpg,-0.3,1,0,30.16942
center_2025_02_19_11_09_13_414.jpg,-0.1592028,1,0,30.18986
center_2025_02_19_11_09_13_487.jpg,0,1,0,30.18862
center_2025_02_19_11_09_13_559.jpg,0,1,0,30.18989
center_2025_02_19_11_09_13_628.jpg,-0.15,1,0,30.18696
center_2025_02_19_11_09_13_694.jpg,-0.002570115,1,0,30.19015
center_2025_02_19_11_09_13_768.jpg,0,1,0,30.19003
center_2025_02_19_11_09_13_836.jpg,0,1,0,30.19024
center_2025_02_19_11_09_13_904.jpg,0,1,0,30.1903
center_2025_02_19_11_09_13_972.jpg,0,1,0,30.19031
center_2025_02_19_11_09_14_041.jpg,0,1,0,30.18986
center_2025_02_19_11_09_14_109.jpg,0,1,0,30.19033
center_2025_02_19_11_09_14_177.jpg,-0.05,1,0,30.18973
center_2025_02_19_11_09_14_245.jpg,-0.2,1,0,30.18024
center_2025_02_19_11_09_14_312.jpg,-0.1416045,1,0,30.18933
center_2025_02_19_11_09_14_381.jpg,0,1,0,30.18911
center_2025_02_19_11_09_14_453.jpg,0,1,0,30.19002
center_2025_02_19_11_09_14_524.jpg,0,1,0,30.19021
center_2025_02_19_11_09_14_596.jpg,0,1,0,30.19029
center_2025_02_19_11_09_14_667.jpg,0,1,0,30.19031
center_2025_02_19_11_09_14_738.jpg,0,1,0,30.19029
center_2025_02_19_11_09_14_806.jpg,0,1,0,30.19032
center_2025_02_19_11_09_14_874.jpg,0,1,0,30.1903
center_2025_02_19_11_09_14_939.jpg,0,1,0,30.19029
center_2025_02_19_11_09_15_013.jpg,0,1,0,30.19028
center_2025_02_19_11_09_15_086.jpg,0,1,0,30.19031
center_2025_02_19_11_09_15_158.jpg,0,1,0,30.1901
center_2025_02_19_11_09_15_225.jpg,0,1,0,30.19033
center_2025_02_19_11_09_15_298.jpg,0,1,0,30.1903
center_2025_02_19_11_09_15_367.jpg,0,1,0,30.19007
center_2025_02_19_11_09_15_434.jpg,0,1,0,30.19031
center_2025_02_19_11_09_15_502.jpg,-0.1,1,0,30.18768
center_2025_02_19_11_09_15_575.jpg,-0.3,1,0,30.16928
center_2025_02_19_11_09_15_643.jpg,-0.1419567,1,0,30.18962
center_2025_02_19_11_09_15_715.jpg,0,1,0,30.18908
center_2025_02_19_11_09_15_783.jpg,0,1,0,30.18996
center_2025_02_19_11_09_15_850.jpg,-0.1,1,0,30.1892
center_2025_02_19_11_09_15_925.jpg,-0.1399152,1,0,30.18769
center_2025_02_19_11_09_15_997.jpg,0,1,0,30.18957
center_2025_02_19_11_09_16_067.jpg,0,1,0,30.19014
center_2025_02_19_11_09_16_139.jpg,0,1,0,30.19026
center_2025_02_19_11_09_16_212.jpg,0,1,0,30.19029
center_2025_02_19_11_09_16_278.jpg,0,1,0,30.19031
center_2025_02_19_11_09_16_352.jpg,0,1,0,30.19027
center_2025_02_19_11_09_16_424.jpg,0,1,0,30.19029
center_2025_02_19_11_09_16_497.jpg,0,1,0,30.19048
center_2025_02_19_11_09_16_564.jpg,0,1,0,30.19031
center_2025_02_19_11_09_16_632.jpg,0,1,0,30.19029
center_2025_02_19_11_09_16_703.jpg,0,1,0,30.19031
center_2025_02_19_11_09_16_775.jpg,0,1,0,30.19029
center_2025_02_19_11_09_16_845.jpg,0,1,0,30.19032
center_2025_02_19_11_09_16_918.jpg,0,1,0,30.1903
center_2025_02_19_11_09_16_988.jpg,0,1,0,30.19032
center_2025_02_19_11_09_17_059.jpg,0,1,0,30.1903
center_2025_02_19_11_09_17_130.jpg,0,1,0,30.19029
center_2025_02_19_11_09_17_198.jpg,0,1,0,30.19028
center_2025_02_19_11_09_17_268.jpg,0,1,0,30.19029
center_2025_02_19_11_09_17_340.jpg,0,1,0,30.19029
center_2025_02_19_11_09_17_410.jpg,0,1,0,30.19032
center_2025_02_19_11_09_17_479.jpg,0,1,0,30.19031
center_2025_02_19_11_09_17_549.jpg,0,1,0,30.19024
center_2025_02_19_11_09_17_619.jpg,0,1,0,30.19029
center_2025_02_19_11_09_17_689.jpg,-0.1,1,0,30.18768
center_2025_02_19_11_09_17_759.jpg,-0.3,1,0,30.16925
center_2025_02_19_11_09_17_829.jpg,-0.3851504,1,0,30.16236
center_2025_02_19_11_09_17_899.jpg,-0.1596659,1,0,30.19173
center_2025_02_19_11_09_17_968.jpg,0,1,0,30.18691
center_2025_02_19_11_09_18_038.jpg,0,1,0,30.18963
center_2025_02_19_11_09_18_109.jpg,0,1,0,30.19012
center_2025_02_19_11_09_18_180.jpg,0,1,0,30.19027
center_2025_02_19_11_09_18_251.jpg,0,1,0,30.19031
center_2025_02_19_11_09_18_323.jpg,0,1,0,30.19029
center_2025_02_19_11_09_18_394.jpg,0,1,0,30.19031
center_2025_02_19_11_09_18_466.jpg,0,1,0,30.19029
center_2025_02_19_11_09_18_539.jpg,0,1,0,30.1903
center_2025_02_19_11_09_18_612.jpg,0,1,0,30.19029
center_2025_02_19_11_09_18_684.jpg,0,1,0,30.19031
center_2025_02_19_11_09_18_753.jpg,0,1,0,30.19038
center_2025_02_19_11_09_18_822.jpg,0,1,0,30.19029
center_2025_02_19_11_09_18_895.jpg,0,1,0,30.19031
center_2025_02_19_11_09_18_966.jpg,0,1,0,30.19032
center_2025_02_19_11_09_19_039.jpg,0,1,0,30.19031
center_2025_02_19_11_09_19_110.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_182.jpg,0,1,0,30.19031
center_2025_02_19_11_09_19_254.jpg,0,1,0,30.19031
center_2025_02_19_11_09_19_325.jpg,0,1,0,30.1903
center_2025_02_19_11_09_19_396.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_468.jpg,0,1,0,30.1903
center_2025_02_19_11_09_19_535.jpg,0,1,0,30.1903
center_2025_02_19_11_09_19_607.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_680.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_752.jpg,0,1,0,30.19028
center_2025_02_19_11_09_19_822.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_895.jpg,0,1,0,30.19029
center_2025_02_19_11_09_19_966.jpg,0,1,0,30.1903
center_2025_02_19_11_09_20_034.jpg,0,1,0,30.19032
center_2025_02_19_11_09_20_104.jpg,-0.15,1,0,30.18419
center_2025_02_19_11_09_20_175.jpg,-0.2091255,1,0,30.18195
center_2025_02_19_11_09_20_243.jpg,-0.02130933,1,0,30.19029
center_2025_02_19_11_09_20_316.jpg,0,1,0,30.18983
center_2025_02_19_11_09_20_385.jpg,-0.15,1,0,30.18674
center_2025_02_19_11_09_20_456.jpg,-0.09402332,1,0,30.19094
center_2025_02_19_11_09_20_526.jpg,0,1,0,30.18942
center_2025_02_19_11_09_20_595.jpg,0,1,0,30.19015
center_2025_02_19_11_09_20_664.jpg,0,1,0,30.19027
center_2025_02_19_11_09_20_733.jpg,0,1,0,30.19029
center_2025_02_19_11_09_20_802.jpg,0,1,0,30.19031
center_2025_02_19_11_09_20_872.jpg,0,1,0,30.1903
center_2025_02_19_11_09_20_942.jpg,0,1,0,30.19029
center_2025_02_19_11_09_21_012.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_081.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_153.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_224.jpg,0,1,0,30.19029
center_2025_02_19_11_09_21_297.jpg,0,1,0,30.19029
center_2025_02_19_11_09_21_368.jpg,0,1,0,30.19031
center_2025_02_19_11_09_21_437.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_506.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_576.jpg,0,1,0,30.19031
center_2025_02_19_11_09_21_646.jpg,0,1,0,30.19032
center_2025_02_19_11_09_21_717.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_789.jpg,0,1,0,30.1903
center_2025_02_19_11_09_21_860.jpg,0,1,0,30.19031
center_2025_02_19_11_09_21_930.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_002.jpg,0,1,0,30.19029
center_2025_02_19_11_09_22_074.jpg,0,1,0,30.19032
center_2025_02_19_11_09_22_144.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_214.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_285.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_352.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_423.jpg,0,1,0,30.19029
center_2025_02_19_11_09_22_490.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_558.jpg,0,1,0,30.19029
center_2025_02_19_11_09_22_627.jpg,0,1,0,30.19031
center_2025_02_19_11_09_22_696.jpg,0,1,0,30.19029
center_2025_02_19_11_09_22_768.jpg,0,1,0,30.19032
center_2025_02_19_11_09_22_837.jpg,0,1,0,30.19029
center_2025_02_19_11_09_22_909.jpg,0,1,0,30.1903
center_2025_02_19_11_09_22_981.jpg,0,1,0,30.19043
center_2025_02_19_11_09_23_055.jpg,0,1,0,30.19029
center_2025_02_19_11_09_23_125.jpg,0,1,0,30.19031
center_2025_02_19_11_09_23_194.jpg,0,1,0,30.19032
center_2025_02_19_11_09_23_265.jpg,0,1,0,30.19029
center_2025_02_19_11_09_23_338.jpg,0,1,0,30.1903
center_2025_02_19_11_09_23_410.jpg,0,1,0,30.19031
center_2025_02_19_11_09_23_480.jpg,0,1,0,30.1903
center_2025_02_19_11_09_23_550.jpg,0,1,0,30.1903
center_2025_02_19_11_09_23_619.jpg,0,1,0,30.19031
center_2025_02_19_11_09_23_686.jpg,0,1,0,30.19029
center_2025_02_19_11_09_23_756.jpg,0,1,0,30.19031
center_2025_02_19_11_09_23_824.jpg,0,1,0,30.19028
center_2025_02_19_11_09_23_892.jpg,0,1,0,30.19031
center_2025_02_19_11_09_23_959.jpg,-0.15,1,0,30.18424
center_2025_02_19_11_09_24_033.jpg,-0.03278758,1,0,30.19018
center_2025_02_19_11_09_24_105.jpg,0,1,0,30.19006
center_2025_02_19_11_09_24_175.jpg,0,1,0,30.19013
center_2025_02_19_11_09_24_245.jpg,0,1,0,30.19027
center_2025_02_19_11_09_24_316.jpg,-0.05,1,0,30.18983
center_2025_02_19_11_09_24_389.jpg,-0.2,1,0,30.18044
center_2025_02_19_11_09_24_462.jpg,-0.08634632,1,0,30.19007
center_2025_02_19_11_09_24_533.jpg,0,1,0,30.18981
center_2025_02_19_11_09_24_600.jpg,0,1,0,30.19015
center_2025_02_19_11_09_24_667.jpg,-0.05,1,0,30.19
center_2025_02_19_11_09_24_738.jpg,-0.1005447,1,0,30.18882
center_2025_02_19_11_09_24_811.jpg,0,1,0,30.19014
center_2025_02_19_11_09_24_883.jpg,0,1,0,30.19024
center_2025_02_19_11_09_24_957.jpg,0,1,0,30.19032
center_2025_02_19_11_09_25_030.jpg,0,1,0,30.19028
center_2025_02_19_11_09_25_099.jpg,0,1,0,30.1903
center_2025_02_19_11_09_25_169.jpg,-0.15,1,0,30.18438
center_2025_02_19_11_09_25_238.jpg,-0.1479666,1,0,30.18841
center_2025_02_19_11_09_25_312.jpg,0,1,0,30.18972
center_2025_02_19_11_09_25_385.jpg,0,1,0,30.19011
center_2025_02_19_11_09_25_458.jpg,0,1,0,30.19027
center_2025_02_19_11_09_25_525.jpg,0,1,0,30.19029
center_2025_02_19_11_09_25_597.jpg,0,1,0,30.19028
center_2025_02_19_11_09_25_667.jpg,0,1,0,30.19031
center_2025_02_19_11_09_25_735.jpg,0,1,0,30.19029
center_2025_02_19_11_09_25_805.jpg,0,1,0,30.19032
center_2025_02_19_11_09_25_874.jpg,0,1,0,30.19029
center_2025_02_19_11_09_25_941.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_009.jpg,0,1,0,30.1903
center_2025_02_19_11_09_26_078.jpg,0,1,0,30.19033
center_2025_02_19_11_09_26_147.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_216.jpg,0.0223713,1,0,30.19018
center_2025_02_19_11_09_26_285.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_352.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_419.jpg,0,1,0,30.19028
center_2025_02_19_11_09_26_487.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_554.jpg,0,1,0,30.1903
center_2025_02_19_11_09_26_620.jpg,0,1,0,30.19034
center_2025_02_19_11_09_26_688.jpg,0,1,0,30.19031
center_2025_02_19_11_09_26_760.jpg,0,1,0,30.1903
center_2025_02_19_11_09_26_828.jpg,0,1,0,30.19029
center_2025_02_19_11_09_26_896.jpg,0.2,1,0,30.17983
center_2025_02_19_11_09_26_965.jpg,0.2020071,1,0,30.18337
center_2025_02_19_11_09_27_033.jpg,0,1,0,30.18913
center_2025_02_19_11_09_27_105.jpg,0,1,0,30.18989
center_2025_02_19_11_09_27_179.jpg,0,1,0,30.19041
center_2025_02_19_11_09_27_253.jpg,0,1,0,30.19029
center_2025_02_19_11_09_27_323.jpg,0,1,0,30.19032
center_2025_02_19_11_09_27_393.jpg,-0.2,1,0,30.17936
center_2025_02_19_11_09_27_466.jpg,-0.1864122,1,0,30.18463
center_2025_02_19_11_09_27_538.jpg,0,1,0,30.18899
center_2025_02_19_11_09_27_608.jpg,0,1,0,30.18996
center_2025_02_19_11_09_27_682.jpg,0,1,0,30.19021
center_2025_02_19_11_09_27_754.jpg,0,1,0,30.19029
center_2025_02_19_11_09_27_826.jpg,0,1,0,30.1903
center_2025_02_19_11_09_27_898.jpg,0,1,0,30.1903
center_2025_02_19_11_09_27_966.jpg,-0.15,1,0,30.18442
center_2025_02_19_11_09_28_034.jpg,-0.1543632,1,0,30.18785
center_2025_02_19_11_09_28_108.jpg,0,1,0,30.18939
center_2025_02_19_11_09_28_176.jpg,0,1,0,30.19007
center_2025_02_19_11_09_28_245.jpg,0,1,0,30.19024
center_2025_02_19_11_09_28_314.jpg,0,1,0,30.19027
center_2025_02_19_11_09_28_382.jpg,0,1,0,30.19042
center_2025_02_19_11_09_28_455.jpg,0,1,0,30.19031
center_2025_02_19_11_09_28_524.jpg,0,1,0,30.19029
center_2025_02_19_11_09_28_594.jpg,0,1,0,30.1903
center_2025_02_19_11_09_28_665.jpg,0,1,0,30.19031
center_2025_02_19_11_09_28_735.jpg,0,1,0,30.1903
center_2025_02_19_11_09_28_809.jpg,0,1,0,30.1903
center_2025_02_19_11_09_28_880.jpg,0,1,0,30.19031
center_2025_02_19_11_09_28_948.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_016.jpg,0,1,0,30.1903
center_2025_02_19_11_09_29_083.jpg,0,1,0,30.19031
center_2025_02_19_11_09_29_156.jpg,0,1,0,30.19027
center_2025_02_19_11_09_29_223.jpg,0,1,0,30.1903
center_2025_02_19_11_09_29_290.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_359.jpg,0,1,0,30.19027
center_2025_02_19_11_09_29_429.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_502.jpg,0,1,0,30.19032
center_2025_02_19_11_09_29_576.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_645.jpg,0,1,0,30.19031
center_2025_02_19_11_09_29_714.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_782.jpg,0,1,0,30.19031
center_2025_02_19_11_09_29_853.jpg,0,1,0,30.19032
center_2025_02_19_11_09_29_922.jpg,0,1,0,30.19029
center_2025_02_19_11_09_29_996.jpg,0,1,0,30.19024
center_2025_02_19_11_09_30_067.jpg,0,1,0,30.19033
center_2025_02_19_11_09_30_140.jpg,0,1,0,30.19027
center_2025_02_19_11_09_30_208.jpg,0,1,0,30.19029
center_2025_02_19_11_09_30_278.jpg,0,1,0,30.1903
center_2025_02_19_11_09_30_345.jpg,0,1,0,30.19031
center_2025_02_19_11_09_30_414.jpg,-0.2,1,0,30.17984
center_2025_02_19_11_09_30_482.jpg,-0.35,1,0,30.16346
center_2025_02_19_11_09_30_551.jpg,-0.2029935,1,0,30.18946
center_2025_02_19_11_09_30_619.jpg,-0.001172138,1,0,30.18809
center_2025_02_19_11_09_30_686.jpg,0,1,0,30.18908
center_2025_02_19_11_09_30_758.jpg,0,1,0,30.19011
center_2025_02_19_11_09_30_830.jpg,0,1,0,30.19025
center_2025_02_19_11_09_30_902.jpg,0,1,0,30.19027
center_2025_02_19_11_09_30_974.jpg,0,1,0,30.19028
center_2025_02_19_11_09_31_044.jpg,0,1,0,30.19029
center_2025_02_19_11_09_31_118.jpg,0,1,0,30.19025
center_2025_02_19_11_09_31_184.jpg,0,1,0,30.1903
center_2025_02_19_11_09_31_252.jpg,0,1,0,30.19031
center_2025_02_19_11_09_31_320.jpg,0,1,0,30.19033
center_2025_02_19_11_09_31_386.jpg,0,1,0,30.19027
center_2025_02_19_11_09_31_459.jpg,0,1,0,30.19029
center_2025_02_19_11_09_31_532.jpg,0,1,0,30.19032
